Non-Stick Cast Aluminum Caldero in Black with Glass Lid   20cm / 24cm / 26cm / 30cm|<img class="alignnone size-full" title="coffee" src="http://www.imusausa.com/new/wp-content/themes/IMUSA/images/no-photo.png" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]&nbsp;<strong>Product Details</strong><div class="prod-det">Available in 4 Sizes:  20cm / 24cm / 26cm / 30cm<br>Non-Stick Coating<br>Made of Cast Aluminum <br>Glass Lid with Steam Vent<br>Black </div>[/tab][tab id=2][display-posts tag="product20" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-hiden"><div class="product-ref">GAU-80662<br>GAU-80663<br>GAU-80665<br>GAU-80666</div><div class="product-no">product20</div><div class="product-related">Other Calderos</div><div class="product-group">Calderos </div></div>|Calderos |Calderos 
Hammered Cast Aluminum Caldero  2QT / 3.7QT / 4.8QT / 6.9QT |<img class="alignnone size-full" title="coffee" src="http://www.imusausa.com/new/wp-content/themes/IMUSA/images/no-photo.png" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]&nbsp;<strong>Product Details</strong><div class="prod-det">Available in 4 Sizes:  2QT / 3.7QT / 4.8QT / 6.9QT<br>Made of Hammered Cast Aluminum<br>Glass Lid with Steam Vent <br>Cool-Touch Knob<br>Black </div>[/tab][tab id=2][display-posts tag="product21" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-hiden"><div class="product-ref">GAU-86620<br>GAU-86624<br>GAU-86626<br>GAU-86630</div><div class="product-no">product21</div><div class="product-related">Other Calderos</div><div class="product-group">Calderos </div></div>|Calderos |Calderos 
Non-Stick Cast Aluminum Caldero in Blue with Glass Lid 24cm / 26cm / 30cm|<img class="alignnone size-full" title="coffee" src="http://www.imusausa.com/new/wp-content/themes/IMUSA/images/no-photo.png" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]&nbsp;<strong>Product Details</strong><div class="prod-det">Available in 3 Sizes:  24cm / 26cm / 30cm <br>Non-Stick Coating<br>Made of Cast Aluminum <br>Glass Lid with Steam Vent<br>Cool-Touch Knob<br>Blue</div>[/tab][tab id=2][display-posts tag="product22" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-hiden"><div class="product-ref">GAU-86774<br>GAU-86775<br>GAU-86776</div><div class="product-no">product22</div><div class="product-related">Other Calderos</div><div class="product-group">Calderos </div></div>|Calderos |Calderos 
Hammered Cast Aluminum Caldero with Glass Lid 24cm / 30cm / 36cm|<img class="alignnone size-full" title="coffee" src="http://www.imusausa.com/new/wp-content/themes/IMUSA/images/no-photo.png" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]&nbsp;<strong>Product Details</strong><div class="prod-det">Available in 3 Sizes:  24cm / 30cm / 36cm<br>Made of Hammered Cast Aluminum<br>Glass Lid with Steam Vent </div>[/tab][tab id=2][display-posts tag="product23" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-hiden"><div class="product-ref">GAU-87624M<br>GAU-87630M<br>GAU-87636M</div><div class="product-no">product23</div><div class="product-related">Other Calderos</div><div class="product-group">Calderos </div></div>|Calderos |Calderos 
Non-Stick Cast Aluminum Caldero in Red with Glass Lid 24cm / 30cm|<img class="alignnone size-full" title="coffee" src="http://www.imusausa.com/new/wp-content/themes/IMUSA/images/no-photo.png" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]&nbsp;<strong>Product Details</strong><div class="prod-det">Available in 2 Sizes:  24cm / 30cm<br>Non-Stick, Porcelain Coating<br>Glass Lid with Steam Vent<br>Red</div>[/tab][tab id=2][display-posts tag="product24" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-hiden"><div class="product-ref">GAU-88524M<br>GAU-88530M</div><div class="product-no">product24</div><div class="product-related">Other Calderos</div><div class="product-group">Calderos </div></div>|Calderos |Calderos 
Basic Aluminum Caldero  20cm / 24cm / 26cm / 30cm / 36cm|<img class="alignnone size-full" title="coffee" src="http://www.imusausa.com/new/wp-content/themes/IMUSA/images/no-photo.png" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]&nbsp;<strong>Product Details</strong><div class="prod-det">Available in 5 Sizes: 20cm / 24cm / 26cm / 30cm / 36cm<br>Made of Aluminum <br>2.5mm Thickness</div>[/tab][tab id=2][display-posts tag="product25" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-hiden"><div class="product-ref">R200-CALDERO 22<br>R200-CALDERO 24<br>R200-CALDERO 26<br>R200-CALDERO 32<br>R200-CALDERO 38</div><div class="product-no">product25</div><div class="product-related">Other Calderos</div><div class="product-group">Calderos </div></div>|Calderos |Calderos 
12 Piece Espresso Set in Red with Rack|<img class="alignnone size-full" title="coffee" src="http://www.imusausa.com/new/wp-content/themes/IMUSA/images/no-photo.png" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]&nbsp;<strong>Product Details</strong><div class="prod-det">Set Includes:<br>6 (3oz) Espresso Cups<br>6 Plates<br>1 Metal Rack<br>Red </div>[/tab][tab id=2][display-posts tag="product26" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-hiden"><div class="product-ref">A120-22122</div><div class="product-no">product26</div><div class="product-related">Other Coffee Item </div><div class="product-group">Coffee</div></div>|Coffee|Coffee
12 Piece Espresso Set in Yellow with Rack |<img class="alignnone size-full" title="coffee" src="http://www.imusausa.com/new/wp-content/themes/IMUSA/images/no-photo.png" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]&nbsp;<strong>Product Details</strong><div class="prod-det">Set Includes:<br>6 (3oz) Espresso Cups<br>6 Plates<br>1 Metal Rack<br>Yellow exterior with Orange rim </div>[/tab][tab id=2][display-posts tag="product27" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-hiden"><div class="product-ref">A120-22123</div><div class="product-no">product27</div><div class="product-related">Other Coffee Item </div><div class="product-group">Coffee</div></div>|Coffee|Coffee
8 Piece Espresso Set in White with Rack |<img class="alignnone size-full" title="coffee" src="http://www.imusausa.com/new/wp-content/themes/IMUSA/images/no-photo.png" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]&nbsp;<strong>Product Details</strong><div class="prod-det">Set Includes:<br>4 (3oz) Espresso Cups<br>4 Plates<br>1 Metal Rack<br>White</div>[/tab][tab id=2][display-posts tag="product28" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-hiden"><div class="product-ref">A120-22171</div><div class="product-no">product28</div><div class="product-related">Other Coffee Item </div><div class="product-group">Coffee</div></div>|Coffee|Coffee
8 Piece Espresso Set in Yellow with Rack|<img class="alignnone size-full" title="coffee" src="http://www.imusausa.com/new/wp-content/themes/IMUSA/images/no-photo.png" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]&nbsp;<strong>Product Details</strong><div class="prod-det">Set Includes:<br>4 (3oz) Espresso Cups<br>4 Plates<br>1 Metal Rack<br>Yellow exterior with White interior</div>[/tab][tab id=2][display-posts tag="product29" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-hiden"><div class="product-ref">A120-22178</div><div class="product-no">product29</div><div class="product-related">Other Coffee Item </div><div class="product-group">Coffee</div></div>|Coffee|Coffee
